Indication_ID,Indication_Name
1065,Listeriosis
1066,Liver cirrhosis
1067,Liver disease
1068,Liver transplant
1069,Local anaesthesia
1070,Local occular anaesthesia
1071,Local or regional anesthesia
1072,Local pain relief
1073,Loeffler's syndrome
1074,Loiasis
1075,Low back pain
1076,Lower respiratory tract infections
1077,Lower the blood pressure
1078,Lower urinary tract infections
1079,Lubrication
1080,Lumbago sciatica
1081,Lung abscess
1082,Lung cancer
1083,Lyme disease
1084,Lymphatic filariasis
1085,Lymphocytic leukemia
1086,Lymphocytic lymphoma
1087,Lymphogranuloma venereum
1088,Lymphoma
1089,Lymphosarcoma
1090,Macrocytic anaemia
1091,Macular Degeneration
1092,Magnesium sulfate overdose
1093,Maintain anesthesia
1094,Maintain healthy skin; hair; nail; teeth; bone; eye and nervous system
1095,Maintenance of normal sinus rhythm
1096,Major depression
1097,Major depressive disorder
1098,Major trauma
1099,Malaria
1100,Malaria prophylaxis
1101,Male hypogonadism
1102,Male Hypogonadotropic Hypogonadism
1103,Male infertility
1104,Male pattern baldness
1105,Malignancy
1106,Malignant effusions
1107,Malignant gastrointestinal stromal tumours
1108,Malignant gliomas
1109,Malignant melanoma
1110,Malignant neoplasm
1111,Malignant pleural mesothelioma
1112,Malnourished infants
1113,Malnutrition
1114,Mania
1115,Mantle cell lymphoma
1116,Mastitis
1117,Mastocytosis
1118,mastoidectomy
1119,Measles
1120,Measles attack in immunocompromised patients
1121,Megaloblastic anaemia
1122,Melanoma
1123,Melasma
1124,Melioidosis
1125,Memory deficiency
1126,Meniere’s disease
1127,Meningioma
1128,Meningitis
1129,Meningitis and brain abscesses
1130,Meningococcal infection
1131,Meningococcal meningitis
1132,Meningococcal meningitis and septicaemia
1133,Meningococcal Pneumonia
1134,Meningococcemia
1135,Menopausal atrophic vaginitis
1136,Menopausal flushing
1137,Menopausal hormone replacement therapy
1138,Menopausal HRT
1139,Menopausal symptoms
1140,Menorrhagia
1141,Menstrual cramps
1142,Menstrual disorders
1143,Metabolic alkalosis
1144,Metastatic breast carcinoma
1145,Metastatic melanoma
1146,Metastatic non-small cell lung cancer
1147,Metastatic Ovarian Tumors
1148,Metastatic prostate cancer
1149,Metastatic Testicular Tumors
1150,Methotrexate toxicity
1151,Microbial contamination in burns
1152,Microcytic anaemia
1153,Micturition complaints
1154,Middle ear infections (otitis media)
1155,Migraine
1156,Migraine and bipolar disorder
1157,Migraine headache
1158,Migraine prophylaxis
1159,Migraines
1160,Mild cystitis and spasmodic dysmenorrhoea
1161,Mild diarrhea
1162,Mild to moderate dementia in Alzheimer’s disease
1163,Mild to moderate hypertension
1164,Mild to moderate pain
1165,Mild to moderate pain and fever
1166,Mineral supplement
1167,Minor burns
1168,Minor cuts
1169,Minor cuts and wounds
1170,Minor dental procedures
1171,Minor skin infections
1172,Miosis
1173,Miscarriage
1174,Missed abortion
1175,Ml
1176,Moderate to severe pain
1177,Moderate to severe symptoms of uterine fibroids
1178,Moderate to severe tardive dyskinesia
1179,Moderate to severe vasomotor symptoms associated with menopause
1180,Motion sickness
1181,Mottled hyperpigmentation
1182,Mouth sore
1183,Mouth ulcers
1184,Movement disorders
1185,Mucocutaneous herpes
1186,Mucolytic
1187,Mucosal candidiasis
1188,Multiple drug resistant pneumonia
1189,Multiple myeloma
1190,Multiple sclerosis
1191,Muscle aches
1192,Muscle pain caused by spinal cord injury
1193,Muscle relaxant
1194,Muscle relaxant in general anaesthesia
1195,Muscle relaxant in general anesthesia
1196,Muscle spasm
1197,Muscular cramps.
1198,Muscular hypertension
1199,Musculoskeletal and joint disorders
1200,Musculoskeletal joint pain
1201,Musculoskeletal pain
1202,Myasthenia gravis
1203,Mycoplasma pneumoniae
1204,Mycosis fungoides
1205,Mydriasis
1206,Mydriasis and cycloplegia for refraction
1207,Myelodysplastic disease
1208,Myelofibrosis
1209,Myeloproliferative disorders
1210,Myocardial infarction
1211,Myositis
1212,Myxoedema coma
1213,Nail fungal infections
1214,Nail infections
1215,Nappy rash
1216,Narcolepsy
1217,Nasal congestion
1218,Nasal polyposis
1219,Nasal polyps
1220,Nausea
1221,Nausea and vomiting
1222,Nausea and vomiting after surgery
1223,Nausea and vomiting associated with chemotherapy or radiotherapy
1224,Necessary for the normal process in protein
1225,Neck pain
1226,Negative nitrogen balance
1227,Neonatal Conjunctivitis
1228,Neonatal hyperbilirubinaemia
1229,Neonatal sepsis
1230,Neovascular age-related macular degeneration
1231,Nephrosis
1232,Nephrotic syndrome
1233,Neural tube defect
1234,Neuralgia
1235,Neuritis of pregnancy
1236,Neuroblastoma
1237,Neurocysticercosis
1238,Neurodermatitis
1239,Neuroendocrine tumors
1240,Neurogenic bladder disorders
1241,Neurological disorders
1242,Neuropathic pain
1243,Neuropathy
1244,Neurosyphilis
1245,Neutropenia
1246,Neutropenia after cytotoxic chemotherapy
1247,Nicotinic acid deficiency
1248,Night blindness
1249,Nocturia
1250,Nocturnal enuresis
1251,Nocturnal leg cramps
1252,Nocturnal myoclonus
1253,Non ST segment elevation Myocardial Infarction
1254,Non ulcer dyspepsia
1255,Non-alcoholic fatty liver disease (NAFLD)
1256,Non-alcoholic steatohepatitis (NASH)
1257,Nonallergic rhinitis
1258,Non-dialysis dependent-chronic kidney disease (NDD-CKD) patients not receiving an erythropoietin
1259,Non-dialysis dependent-chronic kidney disease (NDD-CKD) patients receiving an erythropoietin
1260,Nongonococcal cervicitis
1261,Non-gonococcal urethritis
1262,Non-Hodgkin lymphoma
1263,Nonketotic hyperosmolar coma
1264,Non-productive cough
1265,Nonproductive coughs
1266,Non-small cell lung cancer
1267,Nonspecific conjunctival irritation
1268,Non-ST-elevation myocardial infarction (NSTEMI)
1269,Non-tubercular mycobacterial infections
1270,Nosocomial pneumonia
1271,NSAID-induced ulcers
1272,Nutrition
1273,Nutritional supplement
1274,Nutritional supplement of osteoporosis
1275,Nutritional therapy
1276,Obesity
1277,Obliquity of male organ.
1278,Obliterative arteriosclerosis
1279,Obliterative thromboangitis
1280,Obsessive-compulsive disorder (OCD)
1281,Obstetric analgesia
1282,Obstructive sleep apnea (OSA)
1283,Occular pain and inflammation
1284,Ocular and ear inflammation with bacterial infection
1285,Ocular hypertension
1286,Ocular infections
1287,Ocular inflammation
1288,Ocular pain
1289,Ocular pain and inflammation
1290,Oedema
1291,Oesophageal cancer
1292,Oesophageal carcinoma
1293,Oesophagitis
1294,Oestrogen deficiency
1295,Oliguric phase of renal failure
1296,Onchocerciasis
1297,Onychomycosis
1298,Open angle glaucoma
1299,Open heart surgery
1300,Ophthalmic surgery
1301,Opioid dependence
1302,Opioid induced depression
1303,Opioid overdosage
1304,Optic neuritis
1305,Oral candidiasis or thrush
1306,Oral contraceptives
1307,Oral hygiene
1308,Organ transplantation
1309,Organic brain syndrome (OBS)
1310,Organophosphorous poisoning
1311,Oropharyngeal candidiasis/Thrush
1312,Orthopedics Surgery
1313,Osmotic laxative
1314,Osmotic purgative
1315,Osteoarthritis (degenerative arthritis)
1316,Osteocalcaemia
1317,Osteogenic sarcoma
1318,Osteomalacia
1319,Osteomyelitis
1320,Osteopetrosis or stone bone
1321,Osteoporosis
1322,Otic infections
1323,Otic inflammation
1324,Otitis externa
1325,Otitis media
1326,Ovarian cancer
1327,Ovarian failure
1328,Ovarian hyperstimulation syndrome
1329,Overactive bladder
1330,Over-anticoagulation
1331,Ovulation induction
1332,Paget’s disease of bone
1333,Pain
1334,Pain and fever
1335,Pain and inflammation
1336,Pain and inflammation associated with musculoskeletal and joint disorders
1337,Pain and itching caused by sunburn
1338,Pain and joint stiffness
1339,Pain associated with myocardial infarction
1340,Pain or irritation of the mouth and throat
1341,Pain or swelling of the cornea
1342,Painful bladder syndrome
1343,Painful muscle spasm
1344,Palliative treatment of endometrial and renal carcinoma
1345,Palliative treatment of prostatic carcinoma
1346,Pancreatic cancer
1347,Pancreatic insufficiency
1348,Pancreatitis
1349,Panic attack
1350,Panic disorder
1351,Papillitis
1352,Paracetamol poisoning
1353,Paralytic ileus
1354,Paralytic ileus and post-operative urinary retention
1355,Parasomnia
1356,Parathyroid carcinoma
1357,Paratyphoid fever
1358,Parenteral fat emulsions
1359,Parenteral nutrition
1360,Parenteral nutrition & hydration
1361,Parkinson’s disease
1362,Parkinsonism
1363,Paronychia
1364,Paroxysmal supraventricular tachycardia
1365,Partial seizures
1366,Passive immunisation against tetanus
1367,Passive immunity in the prevention & treatment of tetanus
1368,Patent ductus arteriosus
1369,Patients with Acute Myeloid Leukemia receiving induction or consolidation chemotherapy
1370,Pediatric eye examinations
1371,Pediculosis capitis
1372,Pediculosis pubis
1373,Pelvic cellulitis
1374,Pelvic Inflammatory Disease (PID)
1375,Peptic ulcer disease
1376,Percutaneous coronary intervention (PCI)
1377,Percutaneous transluminal coronary angioplasty (PTCA)
1378,Perennial or seasonal allergic rhinitis
1379,Perianal pain and itching
1380,Perianitis
1381,Pericarditis
1382,Perinatal Exposure of Infants Born to HBsAg-positive Mothers
1383,Periodontal Disease
1384,Periodontitis
1385,Periods of rapid growth childhood
1386,Peripheral arterial embolism
1387,Peripheral blood progenitor cell collection and therapy
1388,Peripheral nerve block
1389,Peripheral neuralgias: Diabetic neuropathy
1390,Peripheral neuritis
1391,Peripheral neuropathy
1392,Peripheral vascular disease
1393,Peripheral venography
1394,Peritoneal dialysis
1395,Peritoneal dialysis dependent-chronic kidney disease (PDD-CKD) patients receiving an erythropoietin
1396,Peritonitis
1397,Pernicious anemia
1398,Pertussis
1399,Phaeochromocytoma
1400,Pharyngitis
1401,Pharyngitis and tonsillitis
1402,Phobias
1403,Photoaging
1404,Photodermatitis
1405,Piles
1406,pimples and other signs of aging
1407,Pink eye
1408,Pituitary adenomas
1409,Pityriasis rubra pilaris
1410,Pityriasis versicolor
1411,Plague
1412,Plaque
1413,Plaque psoriasis
1414,Pleural effusions
1415,Pleural empyema
1416,Pneumococcal disease
1417,Pneumococcal meningitis
1418,Pneumococcal pneumonia
1419,Pneumococcus species gonorrhoea
1420,Pneumocystis jiroveci pneumonia
1421,Pneumonia
1422,Poison ivy
1423,Poison oak
1424,Poison sumac
1425,Poisoning due to foods; heavy meals & drugs
1426,Poisonings
1427,Polycystic ovarian syndrome
1428,Polycythaemia vera
1429,Polymorphic light eruption
1430,Polymyositis
1431,Porphyria
1432,Porphyria cutanea tarda
1433,Post essential thrombocythaemia myelofibrosis
1434,Post inflammatory hyperpigmentation
1435,Post myocardial infarction
1436,Post operative inflammation in the eye and ear
1437,Post polycythaemia vera myelofibrosis
1438,Post traumatic stress disorder (PTSD)
1439,Postcoital contraception
1440,Posterior segment surgery
1441,Postexposure prophylaxis of tetanus
1442,Postexposure vaccination
1443,Post-herpetic keratitis
1444,Post-herpetic neuralgia
1445,Post-menopausal osteoporosis
1446,Post-op conditions after strabotomy
1447,Postoperative bleeding
1448,Postoperative eye inflammation
1449,Postoperative infections
1450,Post-operative nausea and vomiting
1451,Postoperative ocular inflammation
1452,Postoperative pain
1453,Post-operative pain
1454,Post-operative wound dressing
1455,Postpartum and post-abortion bleeding
1456,Postpartum haemorrhage
1457,Posttraumatic or pre- and postoperative otitis externa
1458,Post-traumatic stress disorder
1459,Postural hypotension
1460,Prader Willi syndrome
1461,Pre & post operative cough
1462,Pre-eclampsia
1463,Pregnancy
1464,Pregnancy and lactation
1465,Pregnancy-associated nausea and vomiting
1466,Premalignant cervical lesions and cervical cancer
1467,Premature ejaculation
1468,Premature labour
1469,Premedication in surgery
1470,Premenstrual dysmorphic disorder
1471,Premenstrual syndrome
1472,Pre-operative and post-operative skin cleansing
1473,Pre-operative antimuscarinic agent
1474,Preoperative hand disinfection
1475,Pre-operative or post-operative sedation
1476,Pre-operative scrubbing & washing
1477,Preoperative sedation
1478,Pre-operative skin disinfection
1479,Pre-Operative Supplements
1480,Preparation for thyroidectomy
1481,Pressure sores
1482,Prevent aging
1483,Prevent cardiovascular and immunological disorders
1484,Prevent certain types of cancer by blocking the formation of cancer causing substances in the body
1485,Prevent gout
1486,Prevent kidney stone
1487,Prevent nitrogen loss
1488,Prevent the development of infections and permit wound healing
1489,Prevent vitamin deficiency and restore lost vitality after illness
1490,Prevention & control of bleeding in Factor VIII deficiency
1491,Prevention and treatment of vitamin deficiency in children and infants.
1492,Prevention of gallstones
1493,Prevention of gout and kidney stones
1494,Prevention of infections after bone marrow transplantation
1495,Prevention of itching associated with allergic conjunctivitis
1496,Prevention of measles
1497,Prevention of recurrent UTI and vaginal Infections
1498,Prevention of rejection in organ and tissue transplantation
1499,Prevention of typhoid
1500,Primary amoebic meningoencephalitis
1501,Primary antibodies deficiency
1502,Primary biliary cholangitis (PBC)
1503,Primary biliary cirrhosis
1504,Primary dysbetalipoproteinemia
1505,Primary dysmenorrhoea
1506,Primary hypercholesterolemia
1507,Primary irritant and allergic dermatitis (napkin rash)
1508,Primary or secondary topical infections
1509,Primary ovarian failure
1510,Primary rubella in pregnant women
1511,Proctitis
1512,Production of cycloplegia
1513,Production of mydriasis
1514,Productive cough
1515,Progestogen component in menopausal hormonal replacement therapy
1516,Progressive loss of hearing
1517,Prolactinomas
1518,Prolonged vomiting
1519,Promote the quality and quantity of milk
1520,Promotes muscle growth
1521,Proper development of the baby in pregnant and nursing mothers
1522,Prophylaxis and therapy of protein deficiency
1523,Prophylaxis for acid aspiration syndrome during induction of anaesthesia
1524,Prophylaxis of acute renal graft rejection
1525,Prophylaxis of cardiac graft rejection
1526,Prophylaxis of clotting in extracorporeal circulation in haemodialysis or haemofiltration
1527,Prophylaxis of cytomegaloviral infections
1528,Prophylaxis of omphalitis
1529,Prophylaxis of organ rejection
1530,Prophylaxis of osteoporosis in postmenopausal women
1531,Prophylaxis of surgical infections
1532,Prophylaxis of uterine atony and excessive bleeding after caesarean section
1533,Prophylaxis of venous thromboembolism during surgery
1534,Prostate carcinoma
1535,Prostatic or bladder surgery
1536,Prostatitis
1537,Protect sensitive skin
1538,Protecting against cancer
1539,Protection from harmful UV rays
1540,Protects eyes from cataract and age-related macular degeneration (AMD)
1541,Protects from Parkinson's disease
1542,Protein deficiency or Sarcopenia
1543,Protein supply for peritoneal nutrition
1544,Protozoal infections
1545,Prurigo nodularis
1546,Pruritic skin conditions
1547,Pruritus
1548,Pruritus and eczema
1549,Pruritus ani
1550,Pseudohypoparathyroidism (PHP)
1551,Psittacosis
1552,Psoriasis
1553,Psoriatic arthritis
1554,Psoriatic plaques
1555,Psychogenic amenorrhea
1556,Psychoneurosis
1557,Psychoses in parkinson’s disease
1558,Psychosis
1559,Psychotic disorders
1560,Pulmonary arterial hypertension
1561,Pulmonary embolism
1562,Pulmonary eosinophilia
1563,Pulmonary oedema
1564,Pulmonary thromboembolism
1565,Pyelonephritis
1566,Pylorospasm
1567,Pyoderma
1568,Pyoderma gangrenosum
1569,Pyodermas
1570,Pyogenic & seborrhoeic dermatitis
1571,Q fever
1572,Radiographic contrast medium for diagnostic procedures
1573,Raised intracranial pressure
1574,Rapid eye movement
1575,Rash and pruritus in a variety of condition
1576,Rashes
1577,Rat bite fever
1578,Raynaud's disease
1579,RBC formation and proper cell functioning
1580,Receiving a kidney transplant
1581,Recurrent miscarriage
1582,Recurrent renal stones
1583,Recurrent unipolar depression
1584,Recurrent UTI
1585,Red eye
1586,Reduce peristalsis
1587,Reduce risk of infertility
1588,Reduce the risk of getting HIV-1 infection
1589,Reduce the risk of preterm birth in women
1590,Reducing cholesterol levels
1591,Reduction of raised intracranial pressure
1592,Reduction of unwanted facial hair in women
1593,Reflux oesophagitis
1594,Refractive errors
1595,Refractory angina pectoris where nitrate therapy has failed
1596,Regional anesthesia
1597,Relapsing fever and louse-borne typhus
1598,Relieve pain
1599,Removal of earwax
1600,Removal of foreign bodies
1601,Removal of sutures
1602,Renal and urinary tract infections
1603,Renal angiomyolipoma
1604,Renal cancers
1605,Renal cell carcinoma
1606,Renal colic
1607,Renal disease
1608,Renal disease and vitamin B12 deficiency
1609,Renal function testing
1610,Renal homotransplantation
1611,Renal impairment
1612,Renal insufficiency
1613,Renal osteodystrophy
1614,Renal stone
1615,Renal transplant
1616,Renal tubular acidosis
1617,Repairs; restores & protects dry skin & sensitive skin conditions
1618,Replacement therapy in adrenocortical insufficiency
1619,Reproductive tract infection and skin infections
1620,Resistant depression
1621,Respiratory Distress Syndrome (RDS) in premature infants.
1622,Respiratory tract infections
1623,Restless leg syndrome
1624,Restlessness
1625,Resuscitation
1626,Retinal hemorrhage
1627,Retinal photography
1628,Retinoblastoma
1629,Reversal of neuromuscular blockade
1630,Reverse residual neuromuscular blockade
1631,Rhesus disease
1632,Rheumatic disorders
1633,Rheumatic fever
1634,Rheumatic pain
1635,Rheumatism strains
1636,Rheumatoid arthritis
1637,Rhinitis
1638,Rhinorrhoea
1639,Riboflavin deficiency
1640,Rickets
1641,Rigidity
1642,Rocky mountain spotted fever
1643,Root canal operation
1644,Rosacea
1645,Rosacea melasma
1646,Rotavirus diarrhea
1647,Rough & defective voice
1648,Rough skin
1649,Roughness and fine wrinkling of photodamaged skin
1650,Rrinkles
1651,Rubella
1652,Runny nose
1653,Salmonellosis
1654,Salt losing adrenogenital syndrome
1655,Sarcoma
1656,Scabies
1657,Scaling skin conditions
1658,Scalp and non-scalp psoriasis
1659,Scalp disorders
1660,Scalp psoriasis
1661,Scaly or itchy scalps
1662,Scaly skin disease
1663,Scborrhea
1664,Scedosporiosis and fusariosis
1665,Schistosomiasis
1666,Schizoaffective Disorder
1667,Schizophrenia
1668,Scleritis
1669,Scrapes
1670,Scratches
1671,Scrub typhus
1672,Scurvy
1673,Seasonal allergic rhinitis
1674,Seborrhea
1675,Seborrheic dermatitis of the scalp
1676,Seborrhoeic dermatitis
1677,Second stage of labor
1678,Secondarily infected dermatoses
1679,Secondary amenorrhoea
1680,Secondary hemorrhage
1681,Secondary hyperparathyroidism
1682,Secondary skin infections
1683,Secretory neoplasms
1684,Sedation
1685,Seizures
1686,Seizures associated with lennox-gastaut syndrome
1687,Senile lentigines
1688,Senile pruritus
1689,Sepsis
1690,Sepsis gonorrhea
1691,Septic abortion
1692,Septic arthritis
1693,Septicemia
1694,Serious staphylococcal or other gram-positive infections
1695,Serum sickness
1696,Severe allergic asthma
1697,Severe anxiety disorders
1698,Severe bronchospasm
1699,Severe burns
1700,Severe congestive heart failure
1701,Severe diarrhea
1702,Severe erythema multiforme (Stevens-Johnson syndrome)
1703,Severe gram-negative infections
1704,Severe hemorrhage
1705,Severe hypertension
1706,Severe idiopathic short stature
1707,Severe inflammatory skin disorders
1708,Severe metabolic acidosis
1709,Severe or recurrent respiratory tract infections
1710,Severe Primary Axillary Hyperhidrosis
1711,Sexual Exposure to an HBsAg-positive Person
1712,Shift work disorder (SWD)
1713,Shigellosis
1714,Shock
1715,Short bowel syndrome
1716,Shortness
1717,Short-term pain relief
1718,Shoulder pain
1719,Sialorrhea
1720,Sickle-cell disease
1721,Sinusitis
1722,Sjogren’s syndrome
1723,Skeletal muscle relaxation
1724,Skin & nervous system
1725,Skin and skin sructure infections
1726,Skin and soft tissue infections
1727,Skin and wound infections
1728,Skin care
1729,Skin damage from ultraviolet (UV) light
1730,Skin fungal infections
1731,Skin grafting
1732,Skin grafts
1733,Skin healthness
1734,Skin infections
1735,Skin irritations
1736,Skin moisturization
1737,Skin mycosis (athlete's foot; trichophytia)
1738,Skin rash
1739,Skin ulcers and wounds
1740,Slit lamp examination
1741,Sluggishness
1742,Small cell lung cancer
1743,Smoking cessation
1744,Smoking cessation aid
1745,Smooth muscle spasm of the gastrointestinal disorder
1746,Sneezing
1747,Social anxiety disorder
1748,Social phobia
1749,Sodium Chloride deficiency
1750,Soft tissue infections
1751,Soft tissue inflammation
1752,Soft tissue sarcoma
1753,Solar urticaria
1754,Solid tumours
1755,Sore gums
1756,Sore lips
1757,Sore throat
1758,Soreness and discomfort due to hemorrhoids
1759,Source of water
1760,Spasm
1761,Spastic or irritable colon
1762,Spasticity
1763,Spasticity and muscle spasms
1764,Spermatogenesis induction
1765,Spinal anesthesia
1766,Spinal automatism and discopathy
1767,Spondylitis
1768,Spontaneous or elective abortion
1769,Sprains
1770,Spring catarrh
1771,Squamous cell or testicular tumours
1772,Stabilize blood sugar
1773,Stable plaque psoriasis
1774,Staphylococcal infections
1775,Staphylococcal infections resistant to benzylpenicillin
1776,Staphylococcal skin infections
1777,Status asthmaticus
1778,Status epilepticus
1779,ST-elevation myocardial infarction (STEMI)
1780,Stent thrombosis
1781,Steroid-responsive inflammatory ocular conditions
1782,Stevens-Johnson syndrome
1783,Stiff neck
1784,Stiffness
1785,Stimulate ovulation
1786,Stimulation of follicle growth
1787,Stings
1788,Stomach carcinoma
1789,Stomach distension
1790,Stomach upset
1791,Stomatitis
1792,Stomatitis angularis
1793,Strabismus
1794,Strains
1795,Strength and endurance & immune system
1796,Streptococcal pharyngitis
1797,Streptococcal pharyngitis or tonsillitis
1798,Streptococcus septicaemia
1799,Stress ulceration of upper Gl
1800,Stress urinary incontinence
1801,Stridor
1802,Stroke
1803,Stroke in patients with hypertension and left ventricular hypertrophy.
1804,Stroke prevention
1805,Strongyloidiasis
1806,Subacute bacterial endocarditis
1807,Subarachnoid anesthesia
1808,Subarachnoid haemorrhage
1809,Substance abuse disorder
1810,Sugar substitute
1811,Sunblock
1812,Sunburn
1813,Superficial bacterial infections
1814,Superficial bleeding
1815,Superficial dermatophyte infections and pityriasis versicolor
1816,Superficial ophthalmic infections
1817,Superficial punctate keratitis
1818,Superficial skin infections
1819,Superficial wounds
1820,Supplement for intravenous nutrition
1821,Supplement in adrenal insufficiency during minor surgery under general anaesthesia
1822,Supplement in adrenal insufficiency during moderate or major surgery
1823,Supports normal prostate function
1824,Suprapubic pain
1825,Supraventricular and ventricular arrhythmias
1826,Supraventricular arrhythmias
1827,Supraventricular tachycardia
1828,Surface anaesthesia
1829,Surface disinfection
1830,Surgery
1831,Surgery (haemorrhagic shock)
1832,Surgical aid in the anterior segment
1833,Surgical anaesthesia
1834,Surgical incisions
1835,Surgical infections
1836,Surgical prophylaxis
1837,Susceptible infections
1838,Suspected glaucoma
1839,Suspected or confirmed COVID-19
1840,Sweat rash
1841,Sweating feet
1842,Swine flu
1843,Sycosis barbae
1844,Sympathetic nerve block
1845,Syphilis
1846,Systemic fungal infections
1847,Systemic hyperfibrinolysis
1848,Systemic lupus erythematosus (SLE)
1849,Systemic sclerosis
1850,Tachycardia
1851,T-cell lymphoma
1852,Teeth cleaner & brighter
1853,Teeth whitening
1854,Teething pain
1855,Tendonitis
1856,Tension
1857,Termination of pregnancy
1858,Termination of pregnancy upto 9th week (63 days) of gestation
1859,Testicular cancer
1860,Testosterone replacement therapy
1861,Tetanus
1862,Thalassaemia
1863,Therapeutic dilution of blood
1864,Thiamine and riboflavin deficiency
1865,Thiamine deficiency
1866,Third stage of labour
1867,Threatened abortion
1868,Threatened miscarriage
1869,Threatened premature delivery
1870,Throat infections
1871,Thromboembolic disorders
1872,Thromboembolism
1873,Thrombotic cardiovascular (CV) events
1874,Thrush
1875,Thyroid cancer
1876,Thyroid storm
1877,Thyrotoxicosis
1878,Tic disorders
1879,Tinea (pityriasis) versicolor
1880,Tinea corporis (ringworm)
1881,Tinea cruris (jock itch)
1882,Tinea pedis (athlete’s foot)
1883,Tinea versicolor
1884,Tinnitus
1885,To develop immune system
1886,To prevent scurvey; beriberi; pellagra and others
1887,To reduce the need for allogenic blood tranfusion
1888,Tonic-clonic status epilepticus
1889,Tonometry
1890,Tonsillitis
1891,Tooth extraction
1892,Toothache
1893,Topical anesthesia
1894,Topical antiseptic
1895,Total or partial gastrectomy
1896,Tourette syndrome
1897,Toxaemia
1898,Toxic shock syndrome
1899,Toxocariasis
1900,Toxoplasmosis
1901,Tracheolaryngitis
1902,Tracheostomy care during anaesthesia.
1903,Trachoma
1904,Tranquilizer overdoses
1905,Transfusion reactions
1906,Transient ischemic attack
1907,Transurethral prostatic resection
1908,Trauma
1909,Traumatic hyphema
1910,Traveller’s diarrhea
1911,Treat and prevent chronic diseases like heart diseases; rheumatoid arthritis; COPD and cancer
1912,Treatment and prophylaxis of mild chronic thiamine deficiency
1913,Treatment or shock states
1914,Trichinellosis
1915,Trichinosis
1916,Trichomoniasis
1917,Trichostrongyliasis
1918,Trichotillomania
1919,Trichuriasis
1920,Trigeminal neuralgia
1921,Trophoblastic neoplasms
1922,TSH suppression
1923,Tuberculosis
1924,Tuberculous meningitis
1925,Tuberous sclerosis
1926,Tularaemia
1927,Tumor lysis syndrome
1928,tympanoplasty
1929,Type 1 DM
1930,Type 2 DM
1931,Typhoid fever
1932,Ulcer resistant to H2 receptor antagonists
1933,Ulcerative colitis
1934,Ulcerative Proctitis
1935,Ulcers
1936,Uncomplicated cystitis
1937,Uncomplicated gonorrhoea
1938,Uncomplicated pneumococcal pneumonia
1939,Uncomplicated premature labour
1940,Uncomplicated skin infections
1941,Uncomplicated UTI
1942,Unipolar and bipolar depression
1943,Unstable angina
1944,Unstable tear film
1945,Upper and lower respiratory tract infections
1946,Upper gastrointestinal haemorrhage
1947,Upper Gl bloating
1948,Urethritis
1949,Urge incontinence
1950,Uric acid nephropathy
1951,Urinary frequency and urgency
1952,Urinary incontinence
1953,Urinary tract infection
1954,Urine alkalinisation
1955,Urothelial bladder carcinoma
1956,Urothelial toxicity
1957,Urticaria
1958,Uterine atony
1959,Uterine bleeding
1960,Uterine fibroids
1961,Uterine hemorrhage
1962,UTI caused by Staphylococcus Aureus
1963,Uveal tract inflammation
1964,Uveitis
1965,Vaginal atrophy
1966,Vaginal candidiasis or thrush
1967,Vaginal dryness
1968,Vaginal leucorrhoea
1969,Vaginal or rectal irritation
1970,Vaginal thrush
1971,Vaginal trichomoniasis
1972,Vaginitis
1973,Variceal haemorrhage
1974,Varicella infection
1975,Varicella zoster (chickenpox)
1976,Varicose ulcers
1977,Vascular complications (e. g.; atherosclerosis)
1978,Vasculitis
1979,Vasomotor rhinitis
1980,Venous thromboembolism
1981,Venous thrombosis
1982,Ventricular arrhythmias
1983,Ventricular fibrillation
1984,Ventricular tachycardia
1985,Verruca
1986,Vertigo
1987,Vertigo and vestibular disorders
1988,Vestibular and visual disorders of ischaemic aetiology
1989,Vestibular disorders
1990,Vestibular neuritis
1991,Vincent’s infection
1992,Viral conjunctivitis
1993,Visceral leishmaniasis
1994,Visceral muscle spasm
1995,Visceral spasms
1996,Vitamin A deficiency
1997,Vitamin B deficiencies
1998,Vitamin B;Vitamin-C and Folic acid deficiencies
1999,Vitamin B1 deficiency
2000,Vitamin B12 deficiency
2001,Vitamin B6 deficiency
2002,Vitamin C deficiency
2003,Vitamin D deficiency
2004,Vitamin deficiency
2005,Vitamin E deficiency and peripheral neuropathy
2006,Vitamin K deficiency
2007,Vitamin K deficiency bleeding
2008,Vitamin or mineral deficiency
2009,Vitamin or mineral deficiency during pregnancy and lactation
2010,Vitamin or mineral supplement
2011,Vitamins B and Zinc deficiencies
2012,Vitiligo
2013,Vomiting
2014,Vulvovaginal candidiasis
2015,Waldenström's macroglobulinemia
2016,Waldenstrom's macroglobulinaemia
2017,Warts
2018,Water disinfection
2019,Water purification
2020,Watery eye
2021,Weight gain and calcium retention
2022,Wernicke-Korsakoff syndrome
2023,Wet age-related macular degeneration
2024,Wheezing
2025,Whipple’s disease
2026,Whooping cough
2027,Wilm's tumour
2028,Wiskott-Aldrich syndrome
2029,With percutaneous coronary intervention or coronary artery bypass graft
2030,Worm infections
2031,Wound and burn dressing
2032,Wound and ulcer cleansing
2033,Wound cleansing
2034,Wound debribement and suturing
2035,Wound infection
2036,Wound sepsis
2037,Wounds
2038,Xerophthalmia
2039,X-ray imaging
2040,Yellow fever infection
2041,Zinc & folic acid deficiency
2042,Zinc deficiency
2043,Zollinger-Ellison syndrome
